19,BorussiaDortmund,Germany,Bundesliga,52600000,13,47380000,12,-5230000,2013
20,VfLWolfsburg,Germany,Bundesliga,50600000,33,16050000,30,-34550000,2013
21,ArsenalFC,England,PremierLeague,49250000,25,12150000,26,-37100000,2013
22,USSassuolo,Italy,SerieA,46500000,48,5000000,36,-41500000,2013
23,DynamoKyiv,Ukraine,UkrainePremierLiga,46500000,27,6300000,19,-40200000,2013
24,CardiffCity,England,PremierLeague,45820000,35,3740000,29,-42080000,2013
25,JuventusFC,Italy,SerieA,45500000,66,69090000,46,23590000,2013
26,GalatasarayAS,Turkey,SüperLig,44840000,31,1800000,21,-43040000,2013
27,ACMilan,Italy,SerieA,43130000,78,17400000,50,-25730000,2013
28,ZenitStPetersburg,Russia,RussiaPremierLiga,39800000,17,20500000,12,-19300000,2013
29,SouthamptonFC,England,PremierLeague,39600000,20,4200000,24,-35400000,2013
30,OlympiqueMarseille,France,Ligue1,39400000,21,1050000,15,-38350000,2013
31,AtléticodeMadrid,Spain,LaLiga,36100000,27,70100000,20,34010000,2013
32,SevillaFC,Spain,LaLiga,35300000,37,90980000,33,55680000,2013
33,FCPorto,Portugal,LigaBwin,34700000,26,81420000,18,46720000,2013
34,SpartakMoscow,Russia,RussiaPremierLiga,34550000,25,17300000,20,-17250000,2013
35,SunderlandAFC,England,PremierLeague,33910000,40,22380000,35,-11530000,2013
36,CrystalPalace,England,PremierLeague,33000000,47,0,35,-33000000,2013
37,ShandongLunengTaishan,China,ChinaSuperLeague,32780000,18,2820000,19,-29960000,2013
38,LokomotivMoscow,Russia,RussiaPremierLiga,32000000,18,22000000,15,-10000000,2013
39,EvertonFC,England,PremierLeague,31800000,19,46100000,21,14300000,2013
40,HullCity,England,PremierLeague,31100000,33,880000,32,-30220000,2013
41,FenerbahceSK,Turkey,SüperLig,30250000,18,5150000,14,-25100000,2013
42,NorwichCity,England,PremierLeague,30050000,21,4840000,25,-25220000,2013
43,FulhamFC,England,PremierLeague,29300000,35,4150000,31,-25150000,2013
44,SSLazio,Italy,SerieA,26830000,39,28450000,27,1620000,2013
45,SwanseaCity,England,PremierLeague,26610000,24,0,21,-26610000,2013
46,FCSchalke04,Germany,Bundesliga,26050000,16,8100000,15,-17950000,2013
47,RubinKazan,Russia,RussiaPremierLiga,25100000,28,30450000,19,5350000,2013
48,Bayer04Leverkusen,Germany,Bundesliga,24980000,23,35570000,19,10600000,2013
49,Al-Jazira(Abu Dhabi),UnitedArabEmirates,UAEProLeague,24500000,14,0,13,-24500000,2013
50,UdineseCalcio,Italy,SerieA,24410000,84,47700000,57,23290000,2013
51,WestHamUnited,England,PremierLeague,24000000,25,530000,22,-23470000,2013
52,GenoaCFC,Italy,SerieA,23440000,92,30230000,73,6800000,2013
53,FKKrasnodar,Russia,RussiaPremierLiga,22500000,21,6500000,16,-16000000,2013
54,ValenciaCF,Spain,LaLiga,22470000,22,47100000,16,24630000,2013
55,SantosFC,Brazil,BrazilSérieA,21160000,33,108000000,36,86840000,2013
56,TorontoFC,UnitedStates,MLS,20910000,26,0,29,-20910000,2013
57,TorinoFC,Italy,SerieA,20250000,40,21840000,33,1590000,2013
58,AstonVilla,England,PremierLeague,19840000,33,8100000,29,-11740000,2013
59,El-JaishSportsClub,Qatar,QatarStarsLeague,19700000,10,0,17,-19700000,2013
60,UCSampdoria,Italy,SerieA,19600000,80,25450000,58,5850000,2013
61,MetalistKharkiv(bis 2016),Ukraine,UkrainePremierLiga,18500000,24,7000000,20,-11500000,2013
62,GuangzhouEvergrande,China,ChinaSuperLeague,18130000,26,4190000,24,-13940000,2013
63,CSKAMoscow,Russia,RussiaPremierLiga,16700000,11,17200000,10,500000,2013
64,ASSaint-Étienne,France,Ligue1,16600000,22,42950000,21,26350000,2013
65,VillarrealCF,Spain,LaLiga,16000000,18,10500000,20,-5500000,2013
66,WestBromwichAlbion,England,PremierLeague,15700000,17,11400000,20,-4300000,2013
67,PSVEindhoven,Netherlands,Eredivisie,15560000,16,44830000,17,29280000,2013
68,AthleticBilbao,Spain,LaLiga,15400000,17,0,11,-15400000,2013
69,BeijingGuoan,China,ChinaSuperLeague,15340000,31,2860000,31,-12470000,2013
70,StadeRennaisFC,France,Ligue1,15050000,27,16600000,25,1550000,2013
71,1FSVMainz05,Germany,Bundesliga,14200000,16,11550000,14,-2650000,2013
72,CelticFC,Scotland,ScotlandPremiership,14160000,22,27200000,20,13040000,2013
73,BesiktasJK,Turkey,SüperLig,13950000,29,1850000,23,-12100000,2013
74,FCToulouse,France,Ligue1,13550000,16,20700000,12,7150000,2013
75,ParmaFC,Italy,SerieA,13380000,380,35220000,241,21840000,2013
76,GuangzhouR&F,China,ChinaSuperLeague,12880000,17,0,22,-12880000,2013
77,RSCAnderlecht,Belgium,JupilerProLeague,12870000,30,25150000,28,12280000,2013
78,CFPachuca,Mexico,MexicoLigaMXClausura,12280000,59,11000000,49,-1280000,2013
79,KubanKrasnodar,Russia,RussiaPremierLiga,12000000,14,18300000,16,6300000,2013
80,QueensParkRangers,England,Championship,11830000,49,15050000,44,3230000,2013
81,USPalermo,Italy,SerieB,11720000,65,21500000,48,9780000,2013
82,AtalantaBC,Italy,SerieA,11330000,64,6200000,40,-5130000,2013
83,MilanPrimavera,Italy,ItalyPrimaveraB,11100000,39,500000,36,-10600000,2013
84,Hannover96,Germany,Bundesliga,10500000,20,4700000,20,-5800000,2013
85,SportClubInternacional,Brazil,BrazilSérieA,10250000,33,40640000,40,30390000,2013
86,SVWerderBremen,Germany,Bundesliga,10250000,14,13600000,13,3350000,2013
87,KAAGent,Belgium,JupilerProLeague,10110000,40,5100000,33,-5010000,2013
88,GetafeCF,Spain,LaLiga,10000000,18,14500000,18,4500000,2013
89,Al-NassrRiad,SaudiArabia,SaudiArabiaProfessionalLeague,10000000,13,0,21,-10000000,2013
90,TSG1899Hoffenheim,Germany,Bundesliga,9900000,32,4000000,25,-5900000,2013
91,OlympiacosPiraeus,Greece,GreeceSuperLeague1,9040000,67,33620000,50,24580000,2013
92,Al-AinFC,UnitedArabEmirates,UAEProLeague,9000000,14,5350000,15,-3650000,2013
93,Al-GharafaSC,Qatar,QatarStarsLeague,8700000,7,3000000,14,-5700000,2013
94,DelfinoPescara1936,Italy,SerieB,8680000,61,15000000,56,6320000,2013
95,NottinghamForest,England,Championship,8650000,33,3500000,25,-5150000,2013
96,Al-AhliJeddah,SaudiArabia,SaudiArabiaProfessionalLeague,8400000,17,0,16,-8400000,2013
97,CalcioCatania,Italy,SerieA,8370000,53,11090000,45,2720000,2013
98,ClubAtléticoRiverPlate,Argentin,ArgentinaTorneoFinal,8300000,31,7760000,28,-545000,2013
99,SeattleSoundersFC,UnitedStates,MLS,8180000,29,1520000,29,-6670000,2013
100,HellasVerona,Italy,SerieA,8100000,71,9500000,55,1400000,2013
1,ManchesterUnited,England,PremierLeague,195350000,30,46700000,28,-148650000,2014
2,FCBarcelona,Spain,LaLiga,166720000,16,81800000,15,-84920000,2014
3,LiverpoolFC,England,PremierLeague,151430000,30,99270000,21,-52160000,2014
4,AtléticodeMadrid,Spain,LaLiga,144350000,32,89300000,26,-55050000,2014
5,ChelseaFC,England,PremierLeague,137700000,57,142810000,49,5110000,2014
6,RealMadrid,Spain,LaLiga,126000000,10,112700000,9,-13300000,2014
7,ArsenalFC,England,PremierLeague,118980000,21,27800000,22,-91180000,2014
8,ManchesterCity,England,PremierLeague,102800000,22,30530000,19,-72280000,2014
9,ASRoma,Italy,SerieA,101160000,71,42600000,48,-58560000,2014
10,SouthamptonFC,England,PremierLeague,96000000,27,123830000,26,27830000,2014
11,BorussiaDortmund,Germany,Bundesliga,65200000,12,4800000,8,-60400000,2014
12,JuventusFC,Italy,SerieA,60100000,107,24410000,64,-35690000,2014
13,ValenciaCF,Spain,LaLiga,55050000,28,55450000,31,400000,2014
14,FCPorto,Portugal,LigaBwin,53700000,44,95960000,29,42260000,2014
15,BayernMunich,Germany,Bundesliga,53400000,13,48700000,10,-4700000,2014
16,ParisSaint-Germain,France,Ligue1,49500000,11,2200000,9,-47300000,2014
17,TottenhamHotspur,England,PremierLeague,48480000,25,44150000,26,-4330000,2014
18,HullCity,England,PremierLeague,48220000,32,18700000,29,-29520000,2014
19,GuangzhouEvergrandeTaobao,China,ChinaSuperLeague,45200000,31,5900000,33,-39300000,2014
20,VfLWolfsburg,Germany,Bundesliga,45050000,18,6250000,13,-38800000,2014
21,NewcastleUnited,England,PremierLeague,45020000,28,23870000,27,-21150000,2014
22,QueensParkRangers,England,PremierLeague,43540000,35,26040000,39,-17500000,2014
23,SwanseaCity,England,PremierLeague,41530000,25,61900000,28,20370000,2014
24,EvertonFC,England,PremierLeague,40160000,17,1900000,16,-38260000,2014
25,ASMonaco,France,Ligue1,39750000,35,89120000,32,49370000,2014
26,SLBenfica,Portugal,LigaBwin,38650000,49,104650000,33,66000000,2014
27,Bayer04Leverkusen,Germany,Bundesliga,37810000,29,18350000,26,-19460000,2014
28,Al-ArabiSC,Qatar,QatarStarsLeague,37500000,15,815000,13,-36690000,2014
29,HamburgerSV,Germany,Bundesliga,35800000,24,23900000,21,-11900000,2014
30,Trabzonspor,Turkey,SüperLig,35470000,51,12590000,39,-22880000,2014
31,WestHamUnited,England,PremierLeague,35150000,29,4400000,29,-30750000,2014
32,SSCNapoli,Italy,SerieA,34800000,56,20450000,40,-14350000,2014
33,CrystalPalace,England,PremierLeague,31220000,43,2870000,41,-28350000,2014
34,Al-AhliDubaiClub,UnitedArabEmirates,UAEProLeague,30800000,9,0,15,-30800000,2014
35,UdineseCalcio,Italy,SerieA,29200000,88,25400000,60,-3800000,2014
36,CFAmérica,Mexico,MexicoLigaMXClausura,28490000,43,12300000,42,-16190000,2014
37,OlympiacosPiraeus,Greece,GreeceSuperLeague1,25880000,75,28500000,58,2620000,2014
38,WestBromwichAlbion,England,PremierLeague,24880000,18,2300000,20,-22580000,2014
39,UCSampdoria,Italy,SerieA,24250000,85,27270000,61,3020000,2014
40,RBLeipzig,Germany,2Bundesliga,23350000,30,0,19,-23350000,2014
41,TorinoFC,Italy,SerieA,23200000,58,33860000,43,10660000,2014
42,LeicesterCity,England,PremierLeague,22860000,31,0,25,-22860000,2014
43,ZenitStPetersburg,Russia,RussiaPremierLiga,22800000,11,1000000,8,-21800000,2014
44,CagliariCalcio,Italy,SerieA,22600000,44,21930000,35,-675000,2014
45,SunderlandAFC,England,PremierLeague,22520000,24,7250000,33,-15270000,2014
46,HellasVerona,Italy,SerieA,22260000,82,30250000,68,7990000,2014
47,CFMonterrey,Mexico,MexicoLigaMXClausura,21470000,33,6270000,26,-15200000,2014
48,SevillaFC,Spain,LaLiga,20950000,31,50550000,24,29600000,2014
49,OlympiqueMarseille,France,Ligue1,20500000,20,17500000,17,-3000000,2014
50,NorwichCity,England,Championship,20350000,28,19380000,27,-973000,2014
51,USPalermo,Italy,SerieA,19700000,58,18500000,45,-1200000,2014
52,ShanghaiGreenlandShenhua,China,ChinaSuperLeague,19240000,17,1450000,18,-17790000,2014
53,TSG1899Hoffenheim,Germany,Bundesliga,19200000,29,14420000,26,-4780000,2014
54,ClubAtléticoBocaJuniors,Argentina,ArgentinaLigaProfesional,19160000,40,10950000,33,-8210000,2014
55,DeportivoGuadalajara,Mexico,MexicoLigaMXClausura,18950000,41,0,29,-18950000,2014
56,Al-Jazira(Abu Dhabi),UnitedArabEmirates,UAEProLeague,18800000,8,6500000,13,-12300000,2014
57,CardiffCity,England,Championship,18770000,40,31750000,37,12980000,2014
58,VillarrealCF,Spain,LaLiga,18700000,21,22500000,18,3800000,2014
59,DinamoMoscow,Russia,RussiaPremierLiga,18500000,19,800000,21,-17700000,2014
60,SC Braga	SC Braga,Portugal,LigaBwin,17900000,36,50000,28,-17850000,2014
61,USSassuolo,Italy,SerieA,17800000,38,12600000,35,-5200000,2014
62,ParmaFC,Italy,SerieA,17740000,310,17750000,219,15000,2014
63,FulhamFC,England,Championship,17430000,45,17900000,42,470000,2014
64,InterMilan,Italy,SerieA,16950000,88,23500000,57,6550000,2014
65,ACMilan,Italy,SerieA,16900000,88,28200000,63,11300000,2014
66,ShanghaiSIPG,China,ChinaSuperLeague,16120000,12,250000,10,-15870000,2014
67,CruzeiroEsporteClube,Brazil,BrazilSérieA,16030000,46,58600000,36,42580000,2014
68,SociedadeEsportivaPalmeiras,Brazil,BrazilSérieA,15740000,59,2000000,56,-13740000,2014
69,StadeRennaisFC,France,Ligue1,15140000,30,20500000,21,5370000,2014
70,HerthaBSC,Germany,Bundesliga,14500000,16,19450000,12,4950000,2014
71,BesiktasJK,Turkey,SüperLig,14450000,31,1340000,27,-13120000,2014
72,SCFreiburg,Germany,Bundesliga,14430000,18,18600000,19,4170000,2014
73,WiganAthletic,England,Championship,14150000,32,18410000,38,4260000,2014
74,SportClubInternacional,Brazil,BrazilSérieA,14100000,34,4200000,29,-9900000,2014
75,GalatasarayAS,Turkey,SüperLig,14000000,30,2410000,25,-11590000,2014
76,FCBasel1893,Switzerland,SwitzerlandSuperLeague,13800000,26,17250000,19,3450000,2014
77,LokomotivMoscow,Russia,RussiaPremierLiga,13700000,11,3960000,8,-9740000,2014
78,AstonVilla,England,PremierLeague,13450000,33,1320000,33,-12140000,2014
79,SãoPauloFutebolClube,Brazil,BrazilSérieA,13150000,38,9800000,35,-3350000,2014
80,AjaxAmsterdam,Netherlands,Eredivisie,12800000,20,30050000,18,17250000,2014
81,SSLazio,Italy,SerieA,12750000,49,150000,34,-12600000,2014
82,BorussiaMönchengladbach,Germany,Bundesliga,12750000,12,17900000,11,5150000,2014
83,BurnleyFC,England,PremierLeague,12620000,24,0,23,-12620000,2014
84,CesenaPrimavera,Italy,ItalyPrimaveraB,12540000,36,2500000,33,-10040000,2014
85,El-JaishSportsClub,Qatar,QatarStarsLeague,12500000,13,0,9,-12500000,2014
86,FCAugsburg,Germany,Bundesliga,12450000,17,6900000,16,-5550000,2014
87,ShakhtarDonetsk,Ukraine,UkrainePremierLiga,12000000,22,4400000,18,-7600000,2014
88,RealSociedad,Spain,LaLiga,12000000,20,69200000,14,57200000,2014
89,StandardLiège,Belgium,JupilerProLeague,11520000,53,23000000,37,11490000,2014
90,SpartakMoscow,Russia,RussiaPremierLiga,11500000,23,14600000,16,3100000,2014
91,MiddlesbroughFC,England,Championship,11110000,37,6150000,41,-4970000,2014
92,AtalantaBC,Italy,SerieA,11090000,90,18500000,57,7410000,2014
93,SportingCP,Portugal,LigaBwin,10990000,25,31300000,19,20320000,2014
94,Hannover96,Germany,Bundesliga,10800000,23,3500000,18,-7300000,2014
95,VfBStuttgart,Germany,Bundesliga,10800000,15,750000,12,-10050000,2014
96,GuangzhouR&F,China,ChinaSuperLeague,10770000,14,0,15,-10770000,2014
97,JiangsuGuoxinSainty,China,ChinaSuperLeague,10750000,17,4400000,22,-6350000,2014
98,ClubAtléticoIndependiente,Argentina,ArgentinaLigaProfesional,10320000,32,50000,33,-10270000,2014
99,BeijingGuoan,China,ChinaSuperLeague,10250000,11,2800000,19,-7450000,2014
100,RSCAnderlecht,Belgium,JupilerProLeague,10200000,23,15600000,19,5400000,2014
1,ManchesterCity,England,PremierLeague,208200000,28,67440000,24,-140760000,2015
2,JuventusFC,Italy,SerieA,182500000,136,81280000,85,-101220000,2015
3,ManchesterUnited,England,PremierLeague,156000000,22,100670000,20,-55330000,2015
4,ValenciaCF,Spain,LaLiga,143900000,25,50000000,18,-93900000,2015
5,LiverpoolFC,England,PremierLeague,126500000,30,90550000,24,-35950000,2015
6,AtléticodeMadrid,Spain,LaLiga,119000000,35,152000000,24,33000000,2015
7,ParisSaint-Germain,France,Ligue1,116100000,13,22900000,11,-93200000,2015
8,NewcastleUnited,England,PremierLeague,107910000,28,5630000,24,-102280000,2015
9,InterMilan,Italy,SerieA,102450000,92,115320000,79,12870000,2015
10,ACMilan,Italy,SerieA,102270000,66,11160000,57,-91110000,2015
11,JiangsuSuning,China,ChinaSuperLeague,101100000,14,9530000,14,-91580000,2015
12,ASMonaco,France,Ligue1,101060000,42,175400000,33,74340000,2015
13,ChelseaFC,England,PremierLeague,96500000,54,87490000,39,-9010000,2015
14,BayernMunich,Germany,Bundesliga,90750000,11,33000000,11,-57750000,2015
15,RealMadrid,Spain,LaLiga,85400000,20,15650000,11,-69750000,2015
16,WatfordFC,England,PremierLeague,82800000,39,9750000,31,-73050000,2015
17,HebeiChinaFortune,China,ChinaSuperLeague,77880000,16,0,14,-77880000,2015
18,GuangzhouEvergrandeTaobao,China,ChinaSuperLeague,73150000,25,30450000,24,-42700000,2015
19,TottenhamHotspur,England,PremierLeague,71000000,12,87580000,22,16580000,2015
20,VfLWolfsburg,Germany,Bundesliga,68100000,15,111300000,13,43200000,2015
21,AstonVilla,England,PremierLeague,66550000,31,64700000,32,-1850000,2015
22,SunderlandAFC,England,PremierLeague,66050000,34,11000000,28,-55050000,2015
23,ASRoma,Italy,SerieA,60850000,87,134250000,73,73400000,2015
24,SouthamptonFC,England,PremierLeague,60100000,16,52700000,18,-7400000,2015
25,Bayer04Leverkusen,Germany,Bundesliga,58000000,30,63250000,18,5250000,2015
26,AFCBournemouth,England,PremierLeague,55110000,37,650000,35,-54460000,2015
27,StokeCity,England,PremierLeague,53650000,16,23200000,16,-30450000,2015
28,WestHamUnited,England,PremierLeague,52700000,29,18520000,31,-34190000,2015
29,FCBarcelona,Spain,LaLiga,51000000,15,38300000,10,-12700000,2015
30,NorwichCity,England,PremierLeague,50500000,35,21490000,31,-29010000,2015
31,LeicesterCity,England,PremierLeague,49900000,27,9450000,33,-40450000,2015
32,EvertonFC,England,PremierLeague,48900000,19,11000000,17,-37900000,2015
33,ShanghaiGreenlandShenhua,China,ChinaSuperLeague,48080000,21,0,21,-48080000,2015
34,VillarrealCF,Spain,LaLiga,47200000,24,36260000,21,-10940000,2015
35,FCPorto,Portugal,LigaBwin,44500000,47,131150000,38,86650000,2015
36,SevillaFC,Spain,LaLiga,44000000,24,61450000,23,17450000,2015
37,WestBromwichAlbion,England,PremierLeague,42900000,12,12920000,13,-29980000,2015
38,SSCNapoli,Italy,SerieA,42700000,57,18290000,39,-24410000,2015
39,FenerbahceSK,Turkey,SüperLig,42680000,27,20650000,20,-22030000,2015
40,OlympiqueLyon,France,Ligue1,41100000,13,26800000,13,-14300000,2015
41,TianjinQuanjian,China,ChinaLeagueOne,39800000,17,0,19,-39800000,2015
42,BorussiaMönchengladbach,Germany,Bundesliga,38000000,14,15700000,11,-22300000,2015
43,SSLazio,Italy,SerieA,37250000,51,2370000,38,-34880000,2015
44,FCSchalke04,Germany,Bundesliga,37100000,20,57200000,19,20100000,2015
45,SLBenfica,Portugal,LigaBwin,35350000,54,104300000,38,68950000,2015
46,UCSampdoria,Italy,SerieA,34670000,86,16820000,67,-17850000,2015
47,DerbyCounty,England,Championship,34060000,26,0,21,-34060000,2015
48,MiddlesbroughFC,England,Championship,33400000,31,7100000,34,-26300000,2015
49,Al-AhliDubaiClub,UnitedArabEmirates,UAEProLeague,31700000,11,0,13,-31700000,2015
50,USSassuolo,Italy,SerieA,30700000,33,25000000,30,-5700000,2015
51,CrystalPalace,England,PremierLeague,28800000,19,5400000,25,-23400000,2015
52,TorinoFC,Italy,SerieA,28340000,63,19750000,45,-8590000,2015
53,ShanghaiSIPG,China,ChinaSuperLeague,27500000,10,948000,11,-26550000,2015
54,BolognaFC1909,Italy,SerieA,26630000,57,800000,50,-25830000,2015
55,ArsenalFC,England,PremierLeague,26500000,16,2500000,12,-24000000,2015
56,RBLeipzig,Germany,2Bundesliga,26100000,20,1900000,22,-24200000,2015
57,BurnleyFC,England,Championship,25710000,23,20700000,23,-5010000,2015
58,BeijingGuoan,China,ChinaSuperLeague,25300000,16,6800000,17,-18500000,2015
59,RealSociedad,Spain,LaLiga,25100000,21,1000000,18,-24100000,2015
60,ACFFiorentina,Italy,SerieA,24900000,69,26850000,59,1950000,2015
61,AtalantaBC,Italy,SerieA,23830000,113,37950000,77,14120000,2015
62,TigresUANL,Mexico,MexicoLigaMXClausura,23750000,48,3500000,37,-20250000,2015
63,TSG1899Hoffenheim,Germany,Bundesliga,23400000,39,57150000,30,33750000,2015
64,HamburgerSV,Germany,Bundesliga,21850000,23,13200000,20,-8650000,2015
65,SwanseaCity,England,PremierLeague,21810000,23,16810000,24,-5010000,2015
66,UdineseCalcio,Italy,SerieA,21420000,97,74120000,63,52700000,2015
67,OlympiacosPiraeus,Greece,GreeceSuperLeague1,20770000,69,4880000,50,-15890000,2015
68,ASSaint-Étienne,France,Ligue1,20300000,22,23200000,16,2900000,2015
69,PSVEindhoven,Netherlands,Eredivisie,20300000,15,57500000,14,37210000,2015
70,ClubBruggeKV,Belgium,JupilerProLeague,20040000,38,19450000,26,-590000,2015
71,BorussiaDortmund,Germany,Bundesliga,20000000,14,42550000,16,22550000,2015
72,OlympiqueMarseille,France,Ligue1,19750000,30,54450000,25,34700000,2015
73,Hannover96,Germany,Bundesliga,18400000,26,13500000,21,-4900000,2015
74,Al-Jazira(Abu Dhabi),UnitedArabEmirates,UAEProLeague,18000000,8,15900000,13,-2100000,2015
75,ShandongLunengTaishan,China,ChinaSuperLeague,17830000,10,303000,9,-17530000,2015
76,QueensParkRangers,England,Championship,17410000,42,11800000,41,-5610000,2015
77,DeportivoGuadalajara,Mexico,MexicoLigaMXClausura,17200000,33,3700000,36,-13500000,2015
78,SpartakMoscow,Russia,RussiaPremierLiga,17000000,22,16680000,19,-320000,2015
79,GenoaCFC,Italy,SerieA,16700000,74,43150000,58,26450000,2015
80,FCAugsburg,Germany,Bundesliga,16700000,17,26900000,11,10200000,2015
81,CeltadeVigo,Spain,LaLiga,16300000,13,18500000,12,2200000,2015
82,GuangzhouR&F,China,ChinaSuperLeague,16080000,17,23800000,16,7730000,2015
83,CelticFC,Scotland,ScotlandPremiership,15780000,30,19180000,27,3390000,2015
84,VfBStuttgart,Germany,Bundesliga,15670000,22,20550000,21,4880000,2015
85,SheffieldWednesday,England,Championship,15460000,27,1360000,30,-14100000,2015
86,RSCAnderlecht,Belgium,JupilerProLeague,15170000,23,36300000,20,21130000,2015
87,1FCKöln,Germany,Bundesliga,14780000,13,13050000,16,-1730000,2015
88,Al-NassrRiad,SaudiArabia,SaudiArabiaProfessionalLeague,14700000,19,2650000,22,-12050000,2015
89,CagliariCalcio,Italy,SerieB,14700000,53,18640000,48,3940000,2015
90,SportClubCorinthiansPaulista,Brazil,BrazilSérieA,14320000,44,33200000,47,18880000,2015
91,BesiktasJK,Turkey,SüperLig,13950000,31,26900000,27,12950000,2015
92,1FSVMainz05,Germany,Bundesliga,13850000,27,34200000,25,20350000,2015
93,Trabzonspor,Turkey,SüperLig,13650000,52,13600000,36,-54000,2015
94,Brighton&HoveAlbion,England,Championship,13470000,31,0,27,-13470000,2015
95,SociedadeEsportivaPalmeiras,Brazil,BrazilSérieA,13300000,58,3500000,59,-9800000,2015
96,FCBasel1893,Switzerland,SwitzerlandSuperLeague,13200000,25,35200000,20,22000000,2015
97,LOSCLille,France,Ligue1,12900000,30,35250000,20,22350000,2015
98,SVWerderBremen,Germany,Bundesliga,12880000,26,19450000,19,6570000,2015
99,Al-AinFC,UnitedArabEmirates,UAEProLeague,12400000,14,10100000,14,-2300000,2015
100,USPalermo,Italy,SerieA,12250000,58,51900000,44,39650000,2015
1,ManchesterCity,England,PremierLeague,215000000,41,35350000,24,-179650000,2016
2,ManchesterUnited,England,PremierLeague,185000000,11,47250000,14,-137750000,2016
3,JuventusFC,Italy,SerieA,163830000,120,176930000,84,13100000,2016
4,InterMilan,Italy,SerieA,159930000,97,18500000,58,-141430000,2016
5,BorussiaDortmund,Germany,Bundesliga,141100000,15,111000000,8,-30100000,2016
6,ParisSaint-Germain,France,Ligue1,134500000,21,59800000,15,-74700000,2016
7,ChelseaFC,England,PremierLeague,132800000,41,108900000,30,-23900000,2016
8,FCBarcelona,Spain,LaLiga,124750000,16,33800000,13,-90950000,2016
9,ShanghaiSIPG,China,ChinaSuperLeague,123100000,20,4400000,17,-118700000,2016
10,ArsenalFC,England,PremierLeague,113040000,14,10350000,12,-102690000,2016
11,ASRoma,Italy,SerieA,102750000,89,43430000,67,-59320000,2016
12,CrystalPalace,England,PremierLeague,101300000,23,50200000,24,-51100000,2016
13,SSCNapoli,Italy,SerieA,99090000,59,116810000,40,17720000,2016
14,RBLeipzig,Germany,Bundesliga,95150000,15,100000,14,-95050000,2016
15,LeicesterCity,England,PremierLeague,92100000,17,66050000,19,-26050000,2016
16,EvertonFC,England,PremierLeague,86000000,21,60800000,19,-25200000,2016
17,AstonVilla,England,Championship,85500000,25,45800000,25,-39700000,2016
18,WestHamUnited,England,PremierLeague,83500000,22,41000000,18,-42500000,2016
19,TottenhamHotspur,England,PremierLeague,83500000,11,52300000,9,-31200000,2016
20,SevillaFC,Spain,LaLiga,81700000,20,93450000,23,11750000,2016
21,VfLWolfsburg,Germany,Bundesliga,81050000,24,94450000,21,13400000,2016
22,LiverpoolFC,England,PremierLeague,79900000,23,85380000,19,5480000,2016
23,AtléticodeMadrid,Spain,LaLiga,78800000,35,44000000,21,-34800000,2016
24,HebeiChinaFortune,China,ChinaSuperLeague,77690000,19,0,15,-77690000,2016
25,TianjinQuanjian,China,ChinaSuperLeague,74990000,12,2560000,14,-72430000,2016
26,WatfordFC,England,PremierLeague,70450000,38,58100000,35,-12350000,2016
27,BayernMunich,Germany,Bundesliga,70000000,8,52300000,9,-17700000,2016
28,SouthamptonFC,England,PremierLeague,68900000,13,85050000,10,16150000,2016
29,NewcastleUnited,England,Championship,64250000,31,100880000,27,36630000,2016
30,Bayer04Leverkusen,Germany,Bundesliga,63300000,29,23700000,19,-39600000,2016
31,SwanseaCity,England,PremierLeague,58100000,23,49300000,17,-8800000,2016
32,VillarrealCF,Spain,LaLiga,55950000,29,67250000,26,11300000,2016
33,OlympiqueMarseille,France,Ligue1,53000000,31,81490000,31,28490000,2016
34,ASMonaco,France,Ligue1,50500000,34,18450000,29,-32050000,2016
35,MiddlesbroughFC,England,PremierLeague,47950000,21,13500000,21,-34450000,2016
36,BurnleyFC,England,PremierLeague,45600000,28,1200000,26,-44400000,2016
37,AjaxAmsterdam,Netherlands,Eredivisie,45500000,21,80500000,18,35000000,2016
38,FCPorto,Portugal,LigaBwin,44290000,54,15060000,38,-29230000,2016
39,HamburgerSV,Germany,Bundesliga,43950000,22,8750000,18,-35200000,2016
40,SLBenfica,Portugal,LigaBwin,43770000,49,121350000,40,77580000,2016
41,FCSchalke04,Germany,Bundesliga,43300000,23,61300000,19,18000000,2016
42,SunderlandAFC,England,PremierLeague,41900000,27,23770000,24,-18130000,2016
43,BorussiaMönchengladbach,Germany,Bundesliga,41250000,15,45100000,11,3850000,2016
44,AFCBournemouth,England,PremierLeague,40690000,21,23690000,29,-17000000,2016
45,HullCity,England,PremierLeague,40000000,25,28900000,20,-11100000,2016
46,RubinKazan,Russia,RussiaPremierLiga,39690000,37,7300000,26,-32390000,2016
47,UCSampdoria,Italy,SerieA,39650000,76,80700000,56,41050000,2016
48,StokeCity,England,PremierLeague,38780000,17,3800000,14,-34980000,2016
49,WestBromwichAlbion,England,PremierLeague,37900000,14,26980000,14,-10930000,2016
50,BeijingGuoan,China,ChinaSuperLeague,36880000,14,20840000,12,-16040000,2016
51,WolverhamptonWanderers,England,Championship,36100000,31,2990000,26,-33110000,2016
52,ValenciaCF,Spain,LaLiga,36000000,23,121900000,24,85900000,2016
53,ShanghaiGreenlandShenhua,China,ChinaSuperLeague,35400000,19,4290000,17,-31110000,2016
54,SportingCP,Portugal,LigaBwin,34800000,41,82460000,34,47660000,2016
55,SSLazio,Italy,SerieA,32850000,44,28700000,36,-4150000,2016
