25,Scotland,ScottishPremiership,15980000,199,26190000,244,10200000,2015
29,Croatia,1HNL,10580000,285,36380000,287,25800000,2015
1,England,PremierLeague,1650000000,411,848420000,380,-802590000,2016
2,Italy,SerieA,850560000,1311,801330000,1016,-49230000,2016
3,Germany,Bundesliga,708670000,284,551100000,273,-157570000,2016
4,China,ChineseSuperLeague,529570000,200,147110000,187,-382450000,2016
5,Spain,LaLiga,503590000,427,491650000,421,-11940000,2016
6,France,Ligue1,351520000,341,375160000,356,23640000,2016
7,England,Championship,349680000,578,352770000,618,3090000,2016
8,Portugal,LigaPortugalBwin,132400000,561,296380000,543,163990000,2016
9,Russia,RussiaPremierLiga,122150000,288,155100000,281,32950000,2016
10,Brazil,CampeonatoBrasileiroSérieA,111680000,729,249920000,758,138240000,2016
11,Belgium,JupilerProLeague,98920000,363,142950000,367,44030000,2016
12,Turkey,SüperLig,79330000,517,60150000,468,-19180000,2016
13,ProfArgentina,ArgentinaProfessionalFootballLeague,68180000,545,177450000,639,109270000,2016
14,Netherlands,Eredivisie,63220000,251,165200000,304,101980000,2016
15,China,ChinaLeagueOne,53560000,157,61520000,157,7960000,2016
16,Germany,Germany2Bundesliga,45200000,261,100150000,293,54960000,2016
17,UnitedStates,MajorLeagueSoccer,44900000,360,6300000,328,-38600000,2016
18,Italy,SerieB,24230000,880,66240000,826,42020000,2016
19,Greece,GreeceSuperLeague1,23960000,424,68080000,433,44130000,2016
20,Switzerland,SwitzerlandSuperLeague,22410000,172,59410000,182,37000000,2016
21,UnitedArabEmirates,UAEProLeague,21310000,178,29700000,175,8400000,2016
22,Austria,AustriaBundesliga,18400000,120,93200000,137,74800000,2016
23,Japan,J1League,18210000,233,820000,237,-17390000,2016
24,Israel,IsraelLigatha'Al,16200000,363,17200000,366,996000,2016
25,Denmark,DenmarkSuperligaen,13090000,166,39950000,200,26860000,2016
34,Croatia,1HNL,7230000,285,66910000,279,59680000,2016
1,England,PremierLeague,2110000000,412,1310000000,400,-801440000,2017                                            
2,Italy,SerieA,998610000,1214,900100000,909,-98500000,2017
3,Spain,LaLiga,911330000,427,868470000,427,-42860000,2017
4,France,Ligue1,730080000,370,645300000,370,-84780000,2017
5,Germany,Bundesliga,657290000,306,602990000,287,-54300000,2017
6,England,Championship,287150000,560,306990000,579,19840000,2017
7,China,ChineseSuperLeague,194930000,194,72300000,182,-122620000,2017
8,Russia,RussiaPremierLiga,132230000,269,62620000,265,-69610000,2017
9,Turkey,SüperLig,127690000,530,128420000,473,737000,2017
10,Belgium,JupilerProLeague,103220000,389,150880000,389,47660000,2017
11,ProfArgentina,ArgentinaProfessionalFootballLeague,100330000,579,197880000,651,97550000,2017
12,Netherlands,Eredivisie,99450000,267,242290000,329,142840000,2017
13,Portugal,LigaPortugalBwin,92110000,559,329940000,555,237820000,2017
14,UnitedStates,MajorLeagueSoccer,56260000,363,13450000,377,-42810000,2017
15,Brazil,CampeonatoBrasileiroSérieA,55190000,644,209780000,714,154590000,2017
16,Italy,SerieB,54650000,933,83980000,877,29330000,2017
17,SaudiArabia,SaudiProfessionalLeague,34120000,194,1200000,237,-32920000,2017
18,Greece,GreeceSuperLeague1,29420000,442,38680000,457,9260000,2017
19,Switzerland,SwitzerlandSuperLeague,26580000,223,65680000,220,39100000,2017
20,CzechRepublic,CzechRepublicFortunaLiga,25290000,322,32830000,331,7540000,2017
21,Scotland,ScottishPremiership,23440000,129,8680000,154,-14770000,2017
22,Germany,Germany2Bundesliga,22930000,247,52700000,268,29780000,2017
23,Japan,J1League,21310000,268,10810000,289,-10500000,2017
24,Spain,LaLiga2,19100000,484,51960000,544,32860000,2017
25,Colombia,ColombiaLigaDIMAYORII,17310000,402,25750000,427,8440000,2017
41,Croatia,1HNL,6660000,312,47680000,315,41020000,2017
1,England,PremierLeague,1580000000,406,544620000,382,-1039780000,2018
2,Italy,SerieA,1310000000,1218,959140000,934,-346140000,2018
3,Spain,LaLiga,1030000000,456,876800000,444,-150700000,2018
4,France,Ligue1,678470000,368,894300000,357,215830000,2018
5,Germany,Bundesliga,536810000,300,554390000,276,17580000,2018
6,China,ChineseSuperLeague,295200000,186,79240000,161,-215960000,2018
7,England,Championship,220030000,539,333090000,584,113060000,2018
8,SaudiArabia,SaudiProfessionalLeague,194370000,275,6990000,328,-187380000,2018
9,Brazil,CampeonatoBrasileiroSérieA,141310000,721,372360000,750,231050000,2018
10,Russia,RussiaPremierLiga,118450000,258,158160000,258,39710000,2018
11,Portugal,LigaPortugalBwin,114910000,525,329430000,472,214530000,2018
12,Belgium,JupilerProLeague,108240000,345,137090000,349,28840000,2018
13,Turkey,SüperLig,89770000,446,131400000,438,41630000,2018
14,UnitedStates,MajorLeagueSoccer,88770000,363,56410000,416,-32370000,2018
15,ProfArgentina,ArgentinaProfessionalFootballLeague,87620000,569,219880000,596,132260000,2018
16,Netherlands,Eredivisie,83870000,284,110680000,321,26810000,2018
17,Egypt,EgyptianPremierLeague,68270000,515,39440000,496,-28830000,2018
18,Ukraine,UkrainePremierLiga,64030000,262,90340000,263,26310000,2018
19,Italy,SerieB,49980000,824,78540000,787,28560000,2018
20,Qatar,QatarStarsLeague,43210000,190,6000000,270,-37210000,2018
21,Germany,Germany2Bundesliga,40980000,263,110940000,315,69960000,2018
22,Greece,GreeceSuperLeague1,33850000,449,33250000,439,-605000,2018
23,Switzerland,SwitzerlandSuperLeague,28790000,207,85840000,187,57050000,2018
24,Spain,LaLiga2,26150000,521,89530000,603,63380000,2018
25,Austria,AustriaBundesliga,22810000,209,78650000,204,55840000,2018
30,Croatia,1HNL,14370000,324,75920000,308,61550000,2018
1,England,PremierLeague,1680000000,397,922650000,389,-753270000,2019
2,Spain,LaLiga,1510000000,525,1160000000,464,-347580000,2019
3,Italy,SerieA,1410000000,1181,1030000000,929,-377280000,2019
4,Germany,Bundesliga,940540000,331,636750000,298,-303790000,2019
5,France,Ligue1,817300000,384,835720000,370,18420000,2019
6,England,Championship,238980000,495,380230000,528,141250000,2019
7,Russia,RussiaPremierLiga,238980000,279,88860000,268,-150110000,2019
8,Portugal,LigaPortugalBwin,162000000,488,514860000,506,352860000,2019
9,China,ChineseSuperLeague,159140000,148,45770000,123,-113380000,2019
10,Brazil,CampeonatoBrasileiroSérieA,149170000,541,300840000,560,151670000,2019
11,Belgium,JupilerProLeague,144900000,369,278440000,388,133540000,2019
12,UnitedStates,MajorLeagueSoccer,122100000,366,27780000,367,-94320000,2019
13,Netherlands,Eredivisie,120220000,311,421600000,369,301380000,2019
14,SaudiArabia,SaudiProfessionalLeague,77130000,290,22640000,296,-54490000,2019
15,Turkey,SüperLig,75140000,581,85600000,525,10460000,2019
16,ProfArgentina,ArgentinaProfessionalFootballLeague,72990000,362,165760000,429,92780000,2019
17,Germany,Germany2Bundesliga,61730000,306,166280000,330,104550000,2019
18,Spain,LaLiga2,55250000,559,147740000,637,92490000,2019
19,Italy,SerieB,44560000,734,99050000,719,54490000,2019
20,Austria,AustriaBundesliga,39230000,182,141640000,187,102420000,2019
21,Italy,SerieC,37070000,532,20850000,606,-16220000,2019
22,Mexico,MexicoLigaMXApertura,34820000,48,23320000,79,-11500000,2019
23,Greece,GreeceSuperLeague1,30970000,371,36210000,385,5240000,2019
24,Qatar,QatarStarsLeague,29650000,199,13600000,225,-16050000,2019
25,Scotland,ScottishPremiership,29200000,223,2980000,233,-26220000,2019
33,Croatia,1HNL,12380000,287,55740000,265,43360000,2019
1,England,PremierLeague,1520000000,395,448950000,341,-1068410000,2020
2,Italy,SerieA,835560000,1033,743620000,782,-91940000,2020
3,France,Ligue1,456040000,358,413400000,341,-42640000,2020
4,Spain,LaLiga,421250000,401,564200000,372,142950000,2020
5,Germany,Bundesliga,335800000,286,322770000,288,-13030000,2020
6,Portugal,LigaPortugalBwin,190490000,490,271350000,459,80860000,2020
7,UnitedStates,MajorLeagueSoccer,113550000,358,50130000,375,-63420000,2020
8,Russia,RussiaPremierLiga,111880000,284,50860000,273,-61010000,2020
9,Netherlands,Eredivisie,97950000,317,166830000,354,68880000,2020
10,Belgium,JupilerProLeague,86260000,341,143610000,369,57350000,2020
11,England,Championship,82520000,493,380670000,539,298150000,2020
12,Italy,SerieB,66180000,632,47200000,629,-18980000,2020
13,Turkey,SüperLig,61410000,735,48880000,664,-12530000,2020
14,China,ChineseSuperLeague,59900000,237,59240000,251,-664000,2020
15,Brazil,CampeonatoBrasileiroSérieA,55380000,463,154790000,545,99410000,2020
16,SaudiArabia,SaudiProfessionalLeague,50220000,198,4130000,203,-46090000,2020
17,Spain,LaLiga2,34270000,497,64120000,549,29850000,2020
18,Scotland,ScottishPremiership,27910000,130,22760000,156,-5140000,2020
19,Italy,SerieC,27900000,507,42860000,563,14970000,2020
20,Switzerland,SwitzerlandSuperLeague,25660000,174,43240000,198,17580000,2020
21,Qatar,QatarStarsLeague,24880000,177,650000,205,-24230000,2020
22,Greece,GreeceSuperLeague1,24690000,349,42880000,337,18190000,2020
23,Austria,AustriaBundesliga,17600000,182,41820000,186,24220000,2020
24,Egypt,EgyptianPremierLeague,16740000,343,17650000,333,908000,2020
25,Japan,J1League,16400000,345,14090000,395,-2310000,2020
26,Croatia,1HNL,15600000,338,48650000,328,33050000,2020
